Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
70562,2199,1.01,24.50,46,5,7,4,44,0.00,0.00,1.0000,37.76,0.97,0.00,-4.51,23.14,-0.49
70655,2209,1.05,24.00,46,5,7,4,44,0.00,0.00,1.0000,38.72,0.97,0.00,-3.09,22.35,-1.96
70733,2229,0.99,24.00,46,5,7,4,44,0.00,0.00,1.0000,37.04,0.97,0.00,-4.29,21.18,-1.66
70811,2236,1.05,24.00,45,5,7,4,44,0.00,0.00,1.0000,39.81,0.98,0.00,-4.18,23.14,-0.67
70889,2255,1.10,23.00,45,5,7,4,44,0.00,0.00,1.0000,41.18,0.98,0.00,-3.25,23.14,-1.55
70968,2272,1.06,22.50,45,5,7,4,44,0.00,0.00,1.0000,40.54,0.98,0.00,-3.69,22.35,-1.73
71046,2275,1.04,22.50,45,5,7,4,44,0.00,0.00,1.0000,40.18,0.98,0.00,-3.89,22.35,-1.78
71124,2289,1.06,23.00,45,5,7,4,44,0.00,0.00,1.0000,40.31,0.98,0.00,-4.04,21.96,-1.71
71185,2306,1.10,22.00,45,5,7,4,44,0.00,0.00,1.0000,42.61,0.98,0.00,-3.94,23.14,-1.98
71279,2321,1.09,21.50,45,5,7,4,44,0.00,0.00,1.0000,42.30,0.98,0.00,-4.02,22.75,-1.61
71374,2346,1.11,21.50,45,5,7,4,44,0.00,0.00,1.0000,43.71,0.98,0.00,-3.56,22.75,-2.09
71452,2340,1.05,22.00,45,5,7,4,44,0.00,0.00,1.0000,39.41,0.99,0.00,-3.98,20.39,-3.45
71530,2360,1.10,22.50,45,5,7,4,44,0.00,0.00,1.0000,43.41,1.05,0.00,-5.34,24.71,0.82
71608,2397,1.21,19.00,45,5,7,4,44,0.00,0.00,1.0000,48.76,0.94,0.00,-1.16,25.88,-0.95
71689,2408,1.17,17.50,45,5,7,4,44,0.00,0.00,1.0000,46.74,0.98,0.00,-2.11,24.71,-1.95
71780,2426,1.14,18.00,45,5,7,4,44,0.00,0.00,1.0000,46.91,0.98,0.00,-2.94,24.71,-1.68
71826,2428,1.20,17.50,45,5,7,4,44,0.00,0.00,1.0000,48.15,0.98,0.00,-2.84,25.10,-1.45
71936,2464,1.21,17.50,45,5,7,4,44,0.00,0.00,1.0000,49.10,0.98,0.00,-2.44,25.10,-1.97
72014,2481,1.14,17.00,45,5,7,4,44,0.00,0.00,1.0000,48.53,0.98,0.00,-2.84,23.92,-2.46
72092,2466,1.10,18.50,45,5,7,4,44,0.00,0.00,1.0000,44.98,0.99,0.00,-3.33,21.57,-3.48
72171,2520,1.08,19.50,43,5,7,4,44,0.00,0.00,1.0000,46.90,0.99,0.00,-4.58,23.53,-1.74
72249,2530,1.17,18.50,43,5,7,4,44,0.00,0.00,1.0000,49.31,0.99,0.00,-3.27,23.53,-2.62
72327,2544,1.13,19.00,43,5,7,4,44,0.00,0.00,1.0000,47.35,0.99,0.00,-3.81,22.35,-2.75
72405,2565,1.07,19.00,43,5,7,4,44,0.00,0.00,1.0000,44.67,0.99,0.00,-4.04,17.65,-4.08
72483,2542,0.47,33.00,43,5,7,4,44,0.00,0.00,1.0000,13.81,1.08,0.00,-5.59,8.24,0.39
72577,2581,0.29,38.00,43,5,7,4,44,0.00,0.00,1.0000,11.66,1.43,0.00,-5.61,7.06,2.36
72655,2647,0.19,30.50,43,5,7,4,44,0.00,0.00,1.0000,8.27,1.08,0.00,-5.57,6.27,3.53
72734,2682,0.17,23.00,43,5,7,4,44,0.00,0.00,1.0000,7.24,1.07,0.00,-5.53,5.88,4.21
72811,2657,0.16,22.00,43,5,7,4,44,0.00,0.00,1.0000,7.06,1.07,0.00,-5.53,5.88,4.98
72890,2637,0.19,22.00,43,5,7,4,44,0.00,0.00,1.0000,8.10,1.06,0.00,-5.55,6.27,5.09
72967,2584,0.19,31.50,43,5,7,4,44,0.00,0.00,1.0000,8.53,1.06,0.00,-5.57,6.67,5.13
73045,2584,0.22,32.00,43,5,7,4,44,0.00,0.00,1.0000,9.12,1.05,0.00,-5.57,6.67,5.10
73124,2581,0.19,33.00,43,5,7,4,44,0.00,0.00,1.0000,8.15,1.04,0.00,-5.59,6.27,5.19
73186,2530,0.21,34.50,43,5,7,4,44,0.00,0.00,1.0000,9.28,1.04,0.00,-5.61,8.24,5.05
73280,2542,0.38,38.00,43,5,7,4,44,0.00,0.00,1.0000,18.56,0.92,0.00,-5.61,15.29,4.59
73359,2590,0.87,41.50,43,5,7,4,44,0.00,0.00,1.0000,39.06,0.68,0.00,-5.61,19.61,2.04
73420,2870,0.81,38.50,43,5,7,4,44,0.00,0.00,1.0000,39.43,0.81,0.00,-5.45,18.04,0.35
73530,3263,0.63,43.00,43,5,7,4,44,0.00,0.00,1.0000,35.40,1.07,0.00,-5.20,16.86,1.40
73608,3633,0.55,45.00,43,5,7,4,44,0.00,0.00,1.0000,33.47,0.99,0.00,-5.22,16.08,2.42
73688,3834,0.53,45.50,43,5,7,4,44,0.00,0.00,1.0000,33.83,1.00,0.00,-5.30,16.47,2.94
73765,3743,0.51,50.00,43,5,7,4,44,0.00,0.00,1.0000,31.19,0.99,0.00,-5.30,14.12,3.12
73827,3573,0.44,49.50,43,5,7,4,44,0.00,0.00,1.0000,25.91,0.99,0.00,-5.30,13.73,3.87
73921,3621,0.55,49.50,43,5,7,4,44,0.00,0.00,1.0000,34.90,0.90,0.00,-5.30,18.82,3.57
73999,3721,0.95,46.00,43,5,7,4,44,0.00,0.00,1.0000,64.77,0.69,0.00,-5.30,31.76,8.05
74077,3746,1.50,38.50,43,5,7,4,44,0.00,0.00,1.0000,91.96,0.74,0.00,1.28,97.65,7.13
74155,3716,1.59,34.50,43,5,7,4,44,0.00,0.00,1.0000,98.82,0.94,0.00,5.10,100.00,4.95
74233,3799,1.75,30.50,43,5,7,4,44,0.00,0.00,1.0000,111.46,0.94,0.00,5.55,100.00,5.76
74312,3849,1.90,27.00,43,5,7,4,44,0.00,0.00,1.0000,123.36,0.94,2.75,7.29,100.00,4.99
74405,3898,2.07,22.50,43,5,7,4,44,0.00,0.00,1.0000,139.91,0.95,18.82,7.70,100.00,4.04
74483,4017,2.31,19.50,43,5,7,4,44,0.00,0.00,1.0000,157.23,0.90,21.96,9.03,100.00,2.85
74561,4066,2.58,14.00,43,5,7,4,45,-1.40,0.00,1.0000,175.27,0.90,17.25,9.57,100.00,1.15
74640,4137,2.65,14.50,43,5,7,4,45,-1.40,0.00,1.0000,184.29,0.90,16.08,9.34,100.00,-0.07
74717,4265,2.74,13.50,41,5,7,4,45,-1.40,0.00,1.0000,192.69,0.94,12.94,9.42,100.00,-0.64
74796,4337,2.72,13.50,41,5,7,4,45,-1.40,0.00,1.0000,192.69,0.95,12.55,9.42,100.00,-1.37
74874,4450,2.62,15.00,41,5,7,4,45,-1.40,0.00,1.0000,195.10,0.94,19.61,9.49,100.00,0.02
74952,4516,2.60,16.00,41,5,7,4,45,-1.40,0.00,1.0000,197.51,0.92,19.22,10.81,100.00,0.12
75030,4643,2.61,18.00,41,5,7,4,45,-1.40,0.00,1.0000,201.93,0.91,10.59,10.62,100.00,-1.35
75108,4737,2.61,19.00,41,5,7,4,45,-1.40,0.00,1.0000,205.15,0.99,0.00,8.89,100.00,-2.85
75187,4806,2.57,19.00,41,5,7,4,45,-1.40,0.00,1.0000,209.65,0.87,0.00,7.10,100.00,-3.87
75248,4930,2.59,19.00,41,5,7,4,45,-1.40,0.00,1.0000,213.41,0.85,0.00,5.88,100.00,-4.28
75358,4984,2.55,19.00,41,5,7,4,45,-1.40,0.00,1.0000,212.98,0.84,0.00,5.14,69.02,-5.96
75436,5112,2.51,20.00,41,5,7,4,45,-1.40,0.00,1.0000,212.55,0.82,0.00,3.48,60.78,-4.35
75517,5202,2.51,20.00,39,5,7,4,45,-1.40,0.00,1.0000,221.13,0.81,0.00,3.98,90.59,-5.83
75577,5252,2.46,20.50,39,5,7,4,45,-1.05,0.00,1.0000,213.84,0.89,0.00,3.09,43.53,-8.59
75671,5258,1.27,23.50,39,5,7,4,45,-1.05,0.00,1.0000,104.64,1.00,0.00,-0.87,22.35,-9.43
75749,5238,0.48,42.50,39,5,7,4,45,0.00,0.00,1.0000,34.92,0.91,0.00,-5.72,12.16,2.58
75827,5184,0.15,45.50,39,5,7,4,45,0.00,0.00,1.0000,12.76,0.99,0.00,-5.74,10.59,4.69
75905,5126,0.15,43.50,39,5,7,4,45,0.00,0.00,1.0000,14.15,0.98,0.00,-5.78,10.20,5.26
75999,5046,0.17,41.50,39,5,7,4,45,0.00,0.00,1.0000,14.28,0.98,0.00,-5.78,10.20,5.59
76061,4969,0.33,48.00,39,5,7,4,45,0.00,0.00,1.0000,30.83,0.95,0.00,-5.82,20.78,5.60
76155,4845,1.28,45.00,39,5,7,4,45,0.00,0.00,1.0000,109.56,0.68,23.14,-0.89,66.67,11.40
76234,4567,1.73,31.50,39,5,7,4,45,0.00,0.00,1.0000,129.84,0.87,34.90,10.07,100.00,11.92
76311,4110,2.06,24.00,39,5,7,4,45,0.00,0.00,1.0000,135.60,0.85,36.08,12.86,100.00,10.09
76389,3603,2.20,23.00,39,5,7,4,45,0.00,0.00,1.0000,133.48,0.82,35.29,12.72,100.00,8.36
76468,3884,2.38,21.00,39,5,7,4,45,0.00,0.00,1.0000,153.89,0.82,35.29,12.80,100.00,5.50
76546,3746,2.70,18.00,39,5,7,4,45,0.00,0.00,1.0000,169.15,0.79,35.29,12.68,100.00,3.87
76624,3914,2.80,16.50,39,5,7,4,45,0.00,0.00,1.0000,186.17,0.79,35.29,12.80,100.00,2.09
76702,3870,3.01,15.50,39,5,7,4,45,0.00,0.00,1.0000,190.03,0.77,32.16,12.63,100.00,0.82
76780,4002,2.93,14.50,39,5,7,4,45,0.00,0.00,1.0000,195.50,0.78,14.12,12.61,100.00,-4.04
76858,4006,2.91,13.50,39,5,7,4,45,0.00,0.00,1.0000,193.95,0.77,0.00,9.40,100.00,-7.10
76952,4046,2.73,15.00,39,5,7,4,45,0.00,0.00,1.0000,184.29,0.76,0.00,6.57,100.00,-7.28
77030,4119,2.57,16.00,39,5,7,4,45,0.00,0.00,1.0000,176.77,0.75,0.00,5.76,95.29,-7.00
77108,4124,2.49,18.00,39,5,7,4,45,0.00,0.00,1.0000,167.02,0.79,0.00,3.65,53.73,-8.00
77186,4194,2.01,21.00,39,5,7,4,45,0.00,0.00,1.0000,132.57,0.92,0.00,1.95,31.76,-9.23
77264,4167,1.11,28.50,39,5,7,4,45,0.00,0.00,1.0000,71.03,0.84,0.00,-2.84,20.78,-7.82
77343,4222,0.58,42.00,39,5,7,4,45,0.00,0.00,1.0000,38.07,1.01,0.00,-5.47,14.12,-2.73
77421,4184,0.34,48.50,39,5,7,4,45,0.00,0.00,1.0000,24.05,1.33,0.00,-5.47,13.33,2.86
77499,4228,0.33,45.00,39,5,7,4,45,0.00,0.00,1.0000,23.34,1.02,0.00,-5.47,12.94,3.58
77577,4239,0.33,43.00,39,5,7,4,45,0.00,0.00,1.0000,23.43,1.02,0.00,-5.47,9.80,4.01
77655,4235,0.16,41.00,39,5,7,4,45,0.00,0.00,1.0000,11.13,1.37,0.00,-5.47,8.63,5.04
77733,4220,0.16,39.00,39,5,7,4,45,0.00,0.00,1.0000,10.76,1.12,0.00,-5.49,8.63,5.86
77795,4144,0.17,37.00,39,5,7,4,45,0.00,0.00,1.0000,11.69,0.98,0.00,-5.47,8.63,5.96
77905,4085,0.18,35.00,39,5,7,4,45,0.00,0.00,1.0000,12.06,0.98,0.00,-5.43,8.63,5.96
77983,3969,0.17,33.00,39,5,7,4,45,0.00,0.00,1.0000,11.50,0.98,0.00,-5.41,8.63,5.99
78061,3876,0.17,31.00,39,5,7,4,45,0.00,0.00,1.0000,11.19,0.97,0.00,-5.38,7.84,5.89
78139,3749,0.17,29.00,39,5,7,4,45,0.00,0.00,1.0000,10.51,0.97,0.00,-5.38,7.84,5.69
78218,3620,0.16,27.00,39,5,7,4,45,0.00,0.00,1.0000,9.84,0.99,0.00,-5.38,7.06,5.62
78296,3523,0.16,25.00,39,5,7,4,45,0.00,0.00,1.0000,9.43,0.99,0.00,-5.38,7.06,5.60
78374,3382,0.16,24.00,39,5,8,4,45,0.00,0.00,1.0000,9.02,0.99,0.00,-5.34,6.67,5.59
78452,3280,0.16,24.00,39,5,8,4,45,0.00,0.00,1.0000,8.15,0.83,0.00,-5.24,6.27,5.55
78530,3141,0.16,24.00,39,5,8,4,45,0.00,0.00,1.0000,8.27,0.83,0.00,-5.20,5.88,5.47
78592,3032,0.16,24.00,39,5,8,4,45,0.00,0.00,1.0000,7.76,0.83,0.00,-5.24,5.88,5.27
78686,2919,0.15,24.00,39,5,8,4,45,0.00,0.00,1.0000,7.13,0.83,0.00,-5.34,5.10,5.16
78764,2833,0.15,24.00,39,5,8,4,45,0.00,0.00,1.0000,7.06,0.83,0.00,-5.49,5.10,5.12
78842,2714,0.15,24.00,39,5,8,4,45,0.00,0.00,1.0000,6.87,0.83,0.00,-5.55,4.71,5.15
78937,2593,0.15,24.00,41,5,8,4,45,0.00,0.00,1.0000,6.38,0.83,0.00,-5.59,4.31,5.22
79014,2498,0.14,24.00,41,5,8,4,45,0.00,0.00,1.0000,5.69,0.83,0.00,-5.63,3.92,5.32
79093,2397,0.14,24.00,41,5,8,4,45,0.00,0.00,1.0000,5.65,0.83,0.00,-5.70,3.53,5.53
79171,2295,0.14,24.00,41,5,8,4,45,0.00,0.00,1.0000,5.20,0.83,0.00,-5.69,3.14,5.66
79249,2191,0.13,24.00,41,5,8,4,45,0.00,0.00,1.0000,4.68,0.83,0.00,-5.67,2.75,5.81
79327,2082,0.12,24.00,41,5,8,4,45,0.00,0.00,1.0000,4.02,0.83,0.00,-5.63,2.35,5.94
79389,1975,0.13,24.00,41,5,8,4,45,0.00,0.00,1.0000,4.12,0.83,0.00,-5.53,2.35,5.95
79484,1888,0.12,24.00,41,5,8,4,45,0.00,0.00,1.0000,3.92,0.83,0.00,-5.59,2.35,5.85
79561,1773,0.13,22.50,41,5,8,4,45,0.00,0.00,1.0000,4.02,0.83,0.00,-5.67,2.35,5.77
79655,1686,0.15,21.00,41,5,8,4,45,0.00,0.00,1.0000,4.18,0.83,0.00,-5.74,2.35,5.70
79733,1580,0.16,19.50,41,5,8,4,45,0.00,0.00,1.0000,4.10,0.83,0.00,-5.86,2.35,5.77
79812,1481,0.18,18.50,41,5,8,4,45,0.00,0.00,1.0000,4.23,0.83,0.00,-5.80,2.35,5.86
79889,1392,0.19,17.50,41,5,8,4,45,0.00,0.00,1.0000,4.33,0.83,0.00,-5.69,2.35,5.91
79967,1280,0.20,17.00,41,5,8,4,45,0.00,0.00,1.0000,4.18,0.83,0.00,-5.57,2.75,5.93
80030,1197,0.23,17.00,41,5,8,4,45,0.00,0.00,1.0000,4.51,0.83,0.00,-5.36,3.14,6.06
80124,1088,0.27,17.00,41,5,8,4,45,0.00,0.00,1.0000,4.80,0.83,0.00,-5.18,3.53,6.08
80203,982,0.31,17.00,41,5,8,4,45,0.00,0.00,1.0000,5.24,0.77,0.00,-5.01,3.92,6.02
80296,898,0.39,17.00,41,5,8,4,45,0.00,0.00,1.0000,5.46,0.76,0.00,-4.83,3.92,5.98
80374,830,0.38,17.00,41,5,8,4,45,0.00,0.00,1.0000,5.24,0.73,0.00,-4.49,3.92,5.59
80452,881,0.37,17.00,41,5,8,4,45,0.00,0.00,1.0000,5.46,0.75,0.00,-4.49,3.92,5.21
80530,911,0.35,17.00,41,5,8,4,45,0.00,0.00,1.0000,5.49,0.82,0.00,-4.60,3.92,5.01
80608,957,0.33,17.00,41,5,8,4,45,0.00,0.00,1.0000,5.17,0.82,0.00,-4.66,3.53,4.88
80686,979,0.29,17.00,41,5,8,4,45,0.00,0.00,1.0000,4.71,0.82,0.00,-4.78,2.75,4.93
80732,998,0.26,17.00,43,5,8,4,45,0.00,0.00,1.0000,4.45,0.83,0.00,-4.83,2.75,5.11
80843,1009,0.25,17.00,43,5,8,4,45,0.00,0.00,1.0000,4.28,0.83,0.00,-4.89,2.75,5.21
80921,1018,0.24,17.00,43,5,8,4,45,0.00,0.00,1.0000,4.12,0.83,0.00,-4.91,2.35,5.34
80999,1014,0.24,17.00,43,5,8,4,45,0.00,0.00,1.0000,4.00,0.83,0.00,-4.91,2.35,5.53
81077,1022,0.23,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.83,0.00,-4.91,2.35,5.62
81155,1014,0.24,17.00,43,5,8,4,45,0.00,0.00,1.0000,4.00,0.99,0.00,-4.91,2.35,5.75
81233,1002,0.24,17.00,43,5,8,4,45,0.00,0.00,1.0000,4.00,0.96,0.00,-4.87,2.35,5.81
81327,996,0.25,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.94,0.96,0.00,-4.85,2.35,5.90
81421,982,0.25,17.00,43,5,8,4,45,0.00,0.00,1.0000,4.00,0.96,0.00,-4.81,2.35,5.95
81483,954,0.26,17.00,43,5,8,4,45,0.00,0.00,1.0000,4.12,0.96,0.00,-4.78,2.35,5.98
81562,936,0.25,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.97,0.96,0.00,-4.74,2.35,6.01
81624,916,0.25,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.70,2.35,6.05
81717,896,0.25,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.62,2.35,6.05
81796,875,0.27,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.56,2.35,6.06
81874,843,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.52,2.35,6.04
81952,818,0.28,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.49,2.35,5.99
82030,801,0.30,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.97,0.95,0.00,-4.43,2.75,5.94
82092,781,0.30,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.39,2.75,5.92
82186,768,0.29,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.95,0.95,0.00,-4.39,2.75,5.83
82265,752,0.31,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.37,2.75,5.75
82358,736,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.37,2.75,5.61
82436,728,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.37,2.75,5.57
82515,724,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.37,2.75,5.49
82593,723,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.37,2.75,5.45
82671,721,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.37,2.75,5.35
82749,724,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.37,2.75,5.32
82827,728,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.37,2.75,5.28
82905,731,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.37,2.75,5.26
82983,745,0.32,17.00,43,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.37,2.75,5.26
83061,752,0.31,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.37,2.75,5.29
83139,764,0.30,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.37,2.35,5.32
83218,772,0.30,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.37,2.35,5.34
83295,782,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.37,2.35,5.40
83374,788,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.95,0.00,-4.37,2.35,5.43
83467,792,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.95,0.00,-4.37,2.35,5.45
83530,795,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.37,2.35,5.50
83624,804,0.29,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.37,2.35,5.51
83702,804,0.29,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.39,2.75,5.53
83780,807,0.29,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.95,0.95,0.00,-4.39,2.75,5.56
83858,810,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.39,2.75,5.57
83937,819,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.37,2.75,5.58
84014,833,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.41,2.75,5.58
84093,836,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.89,0.95,0.00,-4.43,2.75,5.57
84186,842,0.28,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.92,0.95,0.00,-4.43,2.75,5.58
84232,849,0.26,18.50,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.95,0.00,-4.45,2.75,5.59
84327,848,0.27,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.49,2.35,5.64
84420,850,0.26,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.47,2.35,5.66
84499,857,0.27,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.84,0.95,0.00,-4.47,2.35,5.67
84577,862,0.26,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.49,2.35,5.70
84655,864,0.26,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.49,2.75,5.76
84733,855,0.26,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.64,0.95,0.00,-4.49,2.35,5.81
84812,843,0.27,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.95,0.00,-4.45,2.35,5.80
84890,831,0.28,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.45,2.35,5.82
84935,817,0.28,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.95,0.00,-4.41,2.35,5.83
85045,793,0.28,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.95,0.00,-4.35,2.35,5.83
85124,779,0.29,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.35,2.35,5.80
85202,768,0.30,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.87,0.95,0.00,-4.35,2.35,5.74
85280,762,0.30,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.35,2.35,5.68
85374,761,0.30,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.35,2.35,5.65
85451,759,0.29,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.95,0.00,-4.35,2.35,5.63
85530,758,0.30,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.35,2.35,5.59
85608,762,0.32,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.35,2.35,5.56
85686,766,0.32,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.82,0.95,0.00,-4.33,2.35,5.55
85765,776,0.29,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.33,2.35,5.55
85843,784,0.29,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.79,0.95,0.00,-4.33,2.35,5.56
85920,785,0.28,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.33,2.35,5.57
86015,793,0.28,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.33,2.35,5.59
86092,802,0.27,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.35,2.35,5.58
86170,818,0.27,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.57,0.95,0.00,-4.37,2.35,5.61
86248,818,0.26,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.62,0.95,0.00,-4.37,2.35,5.65
86295,815,0.27,17.50,45,5,8,4,45,0.00,0.00,1.0000,3.66,0.95,0.00,-4.35,2.75,5.68
86405,812,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.35,2.35,5.67
86484,808,0.27,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.59,0.95,0.00,-4.37,2.35,5.69
86561,806,0.27,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.62,0.95,0.00,-4.35,2.35,5.71
86640,788,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.33,2.35,5.71
86734,782,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.62,0.95,0.00,-4.33,2.35,5.69
86811,776,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.95,0.00,-4.33,2.35,5.68
86890,773,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.62,0.95,0.00,-4.33,2.35,5.65
86967,764,0.28,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.59,0.95,0.00,-4.33,2.35,5.60
87046,763,0.31,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.59,0.95,0.00,-4.33,2.75,5.59
87108,762,0.32,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.72,0.95,0.00,-4.33,2.35,5.59
87202,762,0.30,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.33,2.35,5.57
87281,760,0.30,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.33,2.35,5.56
87358,758,0.30,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.33,2.35,5.56
87452,757,0.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,3.74,0.95,0.00,-4.33,2.35,5.55
87530,757,0.30,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.77,0.95,0.00,-4.33,2.35,5.52
87608,755,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.33,2.35,5.52
87686,756,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.33,2.35,5.52
87764,753,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.62,0.95,0.00,-4.33,2.35,5.52
87810,755,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.57,0.95,0.00,-4.33,2.35,5.50
87921,754,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.95,0.00,-4.33,2.35,5.50
87999,755,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.65,0.95,0.00,-4.33,2.35,5.50
88077,754,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.55,0.95,0.00,-4.33,2.35,5.50
88171,756,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.65,0.95,0.00,-4.33,2.35,5.50
